business_id,business_name,plan_tier,seats,mrr,signup_date,renewal_date,is_power_user_seed
BUS-007044,Umbra Partners,Free,3,0.0,2024-12-10,2026-12-10,False
BUS-007045,Initech Logistics,Premium,50,669.46,2025-09-14,2026-09-14,False
BUS-007046,Umbra Consulting,Free,3,0.0,2024-11-12,2026-11-12,False
BUS-007047,Pioneer Health,Free,3,0.0,2024-08-04,2026-08-04,False
BUS-007048,Iron Logistics,Premium,66,280.1,2025-03-13,2027-03-13,False
BUS-007049,Initech Labs,Premium,70,687.42,2024-11-10,2026-11-10,False
BUS-007050,Harbor Trading,Mid,9,71.8,2024-08-07,2026-08-07,False
BUS-007051,Stellar Builders,Free,2,0.0,2026-04-24,2027-04-24,False
BUS-007052,Cobalt Supply,Free,1,0.0,2025-10-31,2026-10-31,False
BUS-007053,Umbra Retail,Premium,21,426.9,2024-03-03,2027-03-03,False
BUS-007054,Quantum Logistics,Mid,3,37.93,2025-08-20,2026-08-20,False
BUS-007055,Acme Foods,Mid,11,74.2,2025-11-06,2026-11-06,False
BUS-007056,Bright Builders,Premium,70,502.28,2024-05-02,2027-05-02,False
BUS-007057,Harbor Health,Free,1,0.0,2025-12-25,2026-12-25,False
BUS-007058,Nova Health,Premium,61,583.68,2023-11-20,2026-11-19,False
BUS-007059,Stellar Builders,Free,2,0.0,2024-10-08,2026-10-08,False
BUS-007060,Cedar Partners,Mid,5,51.21,2025-12-13,2026-12-13,False
BUS-007061,Bright Studios,Free,2,0.0,2024-02-14,2027-02-13,False
BUS-007062,Nova Foods,Free,3,0.0,2025-07-10,2026-07-10,False
BUS-007063,Nova Logistics,Premium,17,536.53,2024-09-10,2026-09-10,False
BUS-007064,Quantum Auto,Mid,9,94.44,2024-11-15,2026-11-15,False
BUS-007065,Nova Foods,Free,3,0.0,2024-06-11,2026-06-11,False
BUS-007066,Apex Media,Free,3,0.0,2023-12-21,2026-12-20,False
BUS-007067,Bright Builders,Free,2,0.0,2024-09-24,2026-09-24,False
BUS-007068,Bright Builders,Free,1,0.0,2025-10-15,2026-10-15,False
BUS-007069,Summit Bakery,Mid,8,30.67,2026-02-24,2027-02-24,False
BUS-007070,Umbra Foods,Free,1,0.0,2023-09-03,2026-09-02,False
BUS-007071,Acme Partners,Mid,7,74.85,2024-12-25,2026-12-25,False
BUS-007072,Cobalt Group,Free,3,0.0,2026-01-31,2027-01-31,False
BUS-007073,Globex Bakery,Mid,13,82.46,2023-10-20,2026-10-19,False
BUS-007074,Harbor Builders,Mid,15,66.88,2026-04-06,2027-04-06,False
BUS-007075,Cedar Foods,Mid,10,51.45,2023-07-19,2026-07-18,False
BUS-007076,Quantum Group,Free,3,0.0,2023-09-17,2026-09-16,False
BUS-007077,Pioneer Studios,Mid,10,32.41,2023-12-13,2026-12-12,False
BUS-007078,Cobalt Media,Mid,8,88.57,2025-11-29,2026-11-29,False
BUS-007079,Cobalt Labs,Free,1,0.0,2025-02-20,2027-02-20,False
BUS-007080,Harbor Supply,Free,3,0.0,2025-09-10,2026-09-10,False
BUS-007081,Pioneer Consulting,Mid,14,61.34,2026-03-29,2027-03-29,False
BUS-007082,Pioneer Partners,Mid,8,80.7,2024-05-09,2027-05-09,True
BUS-007083,Iron Studios,Premium,29,451.31,2024-11-04,2026-11-04,False
BUS-007084,Apex Retail,Free,3,0.0,2026-01-23,2027-01-23,False
BUS-007085,Bright Bakery,Mid,12,72.39,2025-05-17,2027-05-17,False
BUS-007086,Globex Supply,Free,2,0.0,2024-10-30,2026-10-30,False
BUS-007087,Acme Trading,Free,2,0.0,2023-06-19,2026-06-18,False
BUS-007088,Umbra Studios,Free,1,0.0,2025-11-03,2026-11-03,False
BUS-007089,Nova Studios,Premium,25,426.21,2024-06-23,2026-06-23,False
BUS-007090,Vertex Media,Mid,17,41.21,2024-12-26,2026-12-26,False
BUS-007091,Pioneer Labs,Free,2,0.0,2025-07-28,2026-07-28,False
BUS-007092,Bright Bakery,Mid,14,88.33,2023-06-06,2026-06-05,False
BUS-007093,Umbra Builders,Free,3,0.0,2023-10-04,2026-10-03,False
BUS-007094,Cobalt Partners,Free,2,0.0,2025-05-12,2027-05-12,False
BUS-007095,Cobalt Foods,Free,1,0.0,2024-07-27,2026-07-27,False
BUS-007096,Summit Studios,Mid,16,47.81,2025-10-09,2026-10-09,False
BUS-007097,Globex Works,Free,2,0.0,2025-04-20,2027-04-20,False
BUS-007098,Iron Logistics,Mid,17,63.68,2025-09-17,2026-09-17,False
BUS-007099,Harbor Studios,Mid,12,50.12,2024-06-02,2027-06-02,True
BUS-007100,Acme Auto,Mid,16,85.55,2025-01-26,2027-01-26,False
BUS-007101,Cobalt Foods,Free,3,0.0,2023-08-02,2026-08-01,False
BUS-007102,Cobalt Retail,Free,3,0.0,2025-04-26,2027-04-26,False
BUS-007103,Nova Foods,Free,2,0.0,2023-10-18,2026-10-17,False
BUS-007104,Bright Logistics,Free,3,0.0,2025-10-13,2026-10-13,False
BUS-007105,Quantum Media,Free,1,0.0,2025-11-11,2026-11-11,False
BUS-007106,Quantum Retail,Free,3,0.0,2025-12-05,2026-12-05,False
BUS-007107,Harbor Retail,Free,1,0.0,2023-09-04,2026-09-03,False
BUS-007108,Vertex Builders,Free,3,0.0,2026-02-03,2027-02-03,False
BUS-007109,Summit Bakery,Free,3,0.0,2024-10-10,2026-10-10,False
BUS-007110,Vertex Foods,Free,1,0.0,2025-08-19,2026-08-19,False
BUS-007111,Harbor Partners,Premium,14,484.63,2024-12-10,2026-12-10,False
BUS-007112,Stellar Bakery,Free,3,0.0,2024-08-19,2026-08-19,False
BUS-007113,Pioneer Works,Free,1,0.0,2023-05-22,2027-05-21,False
BUS-007114,Umbra Foods,Premium,36,437.83,2025-05-22,2027-05-22,False
BUS-007115,Nova Supply,Premium,24,404.55,2025-04-19,2027-04-19,False
BUS-007116,Pioneer Bakery,Mid,11,30.46,2025-03-02,2027-03-02,False
BUS-007117,Quantum Labs,Mid,4,94.78,2024-08-25,2026-08-25,False
BUS-007118,Iron Foods,Free,3,0.0,2024-10-12,2026-10-12,False
BUS-007119,Stellar Works,Free,1,0.0,2025-02-01,2027-02-01,False
BUS-007120,Apex Consulting,Free,2,0.0,2024-11-05,2026-11-05,False
BUS-007121,Summit Labs,Free,2,0.0,2024-08-01,2026-08-01,False
BUS-007122,Acme Media,Free,2,0.0,2026-04-03,2027-04-03,False
BUS-007123,Nova Retail,Premium,55,343.15,2023-06-30,2026-06-29,False
BUS-007124,Acme Consulting,Premium,80,584.13,2025-08-23,2026-08-23,False
BUS-007125,Nova Builders,Mid,14,46.26,2024-07-14,2026-07-14,True
BUS-007126,Harbor Partners,Free,3,0.0,2025-05-30,2027-05-30,False
BUS-007127,Summit Bakery,Mid,6,62.51,2024-04-04,2027-04-04,False
BUS-007128,Globex Works,Free,1,0.0,2025-02-15,2027-02-15,False
BUS-007129,Apex Retail,Mid,9,58.77,2023-07-29,2026-07-28,True
BUS-007130,Initech Bakery,Mid,6,36.34,2025-12-14,2026-12-14,False
BUS-007131,Acme Foods,Premium,85,349.43,2025-02-07,2027-02-07,False
BUS-007132,Stellar Builders,Free,3,0.0,2025-09-13,2026-09-13,False
BUS-007133,Acme Retail,Mid,6,64.14,2025-11-27,2026-11-27,False
BUS-007134,Acme Group,Free,3,0.0,2025-02-26,2027-02-26,False
BUS-007135,Globex Labs,Free,3,0.0,2025-07-28,2026-07-28,False
BUS-007136,Nova Trading,Free,2,0.0,2023-06-10,2026-06-09,False
BUS-007137,Vertex Builders,Free,1,0.0,2024-02-23,2027-02-22,False
BUS-007138,Nova Health,Free,3,0.0,2024-08-31,2026-08-31,False
BUS-007139,Quantum Studios,Free,2,0.0,2023-08-29,2026-08-28,False
BUS-007140,Bright Media,Free,2,0.0,2025-12-31,2026-12-31,False
BUS-007141,Quantum Supply,Mid,12,76.24,2026-03-16,2027-03-16,False
BUS-007142,Iron Consulting,Mid,10,73.7,2025-09-01,2026-09-01,True
BUS-007143,Acme Foods,Premium,14,522.84,2023-09-01,2026-08-31,False
BUS-007144,Acme Bakery,Free,3,0.0,2024-07-16,2026-07-16,False
BUS-007145,Cedar Builders,Mid,15,86.16,2024-01-07,2027-01-06,False
BUS-007146,Initech Works,Free,2,0.0,2023-11-02,2026-11-01,False
BUS-007147,Harbor Builders,Free,1,0.0,2026-02-25,2027-02-25,False
BUS-007148,Initech Auto,Free,3,0.0,2024-04-24,2027-04-24,False
BUS-007149,Cedar Labs,Premium,95,345.5,2023-08-17,2026-08-16,False
BUS-007150,Harbor Foods,Mid,5,33.4,2024-02-18,2027-02-17,False
BUS-007151,Quantum Builders,Free,1,0.0,2025-12-09,2026-12-09,False
BUS-007152,Pioneer Trading,Premium,20,331.93,2026-02-25,2027-02-25,False
BUS-007153,Initech Builders,Free,2,0.0,2026-03-26,2027-03-26,False
BUS-007154,Cedar Labs,Mid,7,96.74,2024-04-29,2027-04-29,False
BUS-007155,Globex Labs,Premium,11,174.12,2024-09-10,2026-09-10,False
BUS-007156,Pioneer Builders,Free,2,0.0,2024-11-29,2026-11-29,False
BUS-007157,Iron Auto,Mid,9,66.99,2025-02-26,2027-02-26,False
BUS-007158,Summit Studios,Free,2,0.0,2026-03-27,2027-03-27,False
BUS-007159,Iron Group,Premium,60,405.0,2024-07-26,2026-07-26,False
BUS-007160,Cobalt Media,Free,1,0.0,2026-02-13,2027-02-13,False
BUS-007161,Umbra Supply,Mid,4,99.14,2025-09-17,2026-09-17,False
BUS-007162,Globex Bakery,Free,3,0.0,2024-04-01,2027-04-01,False
BUS-007163,Summit Foods,Free,2,0.0,2026-03-19,2027-03-19,False
BUS-007164,Initech Partners,Free,1,0.0,2023-11-17,2026-11-16,False
BUS-007165,Cedar Partners,Free,3,0.0,2023-11-30,2026-11-29,False
BUS-007166,Stellar Bakery,Premium,71,664.05,2024-03-02,2027-03-02,False
BUS-007167,Vertex Foods,Mid,14,97.37,2025-01-21,2027-01-21,False
BUS-007168,Cobalt Trading,Free,2,0.0,2024-02-01,2027-01-31,False
BUS-007169,Umbra Group,Free,2,0.0,2024-03-26,2027-03-26,False
BUS-007170,Apex Group,Free,2,0.0,2024-10-12,2026-10-12,False
BUS-007171,Vertex Builders,Free,3,0.0,2023-07-05,2026-07-04,False
BUS-007172,Initech Logistics,Mid,4,95.9,2025-01-23,2027-01-23,False
BUS-007173,Cedar Builders,Premium,40,668.37,2025-08-17,2026-08-17,False
BUS-007174,Iron Media,Mid,17,79.87,2025-06-17,2026-06-17,False
BUS-007175,Summit Health,Premium,21,580.55,2024-11-05,2026-11-05,False
BUS-007176,Apex Media,Free,1,0.0,2024-08-09,2026-08-09,False
BUS-007177,Quantum Studios,Premium,79,303.04,2024-01-26,2027-01-25,False
BUS-007178,Acme Partners,Mid,7,69.22,2023-07-09,2026-07-08,False
BUS-007179,Cedar Partners,Mid,10,57.81,2023-08-31,2026-08-30,False
BUS-007180,Quantum Builders,Premium,67,468.68,2024-07-15,2026-07-15,False
BUS-007181,Iron Bakery,Premium,54,216.91,2025-10-12,2026-10-12,False
BUS-007182,Summit Works,Free,3,0.0,2023-11-02,2026-11-01,False
BUS-007183,Bright Supply,Free,2,0.0,2023-12-01,2026-11-30,False
BUS-007184,Pioneer Consulting,Mid,14,72.74,2025-08-31,2026-08-31,False
BUS-007185,Harbor Retail,Free,2,0.0,2025-08-19,2026-08-19,False
BUS-007186,Acme Auto,Free,2,0.0,2023-07-23,2026-07-22,False
BUS-007187,Umbra Labs,Free,2,0.0,2024-07-21,2026-07-21,False
BUS-007188,Bright Partners,Mid,16,75.68,2025-02-23,2027-02-23,False
BUS-007189,Iron Partners,Free,2,0.0,2024-10-13,2026-10-13,False
BUS-007190,Iron Works,Premium,24,313.02,2024-05-07,2027-05-07,False
BUS-007191,Acme Logistics,Premium,17,230.86,2024-04-17,2027-04-17,False
BUS-007192,Summit Trading,Free,2,0.0,2024-11-26,2026-11-26,False
BUS-007193,Harbor Studios,Mid,15,73.46,2024-07-17,2026-07-17,False
BUS-007194,Cobalt Builders,Free,3,0.0,2025-02-15,2027-02-15,False
BUS-007195,Pioneer Media,Premium,44,710.28,2024-10-30,2026-10-30,False
BUS-007196,Bright Retail,Mid,14,76.84,2023-09-08,2026-09-07,False
BUS-007197,Vertex Labs,Free,2,0.0,2024-10-25,2026-10-25,False
BUS-007198,Acme Works,Mid,8,31.85,2024-06-04,2026-06-04,False
BUS-007199,Nova Studios,Free,3,0.0,2023-09-15,2026-09-14,False
BUS-007200,Cobalt Trading,Free,3,0.0,2024-07-04,2026-07-04,False
BUS-007201,Vertex Group,Premium,81,498.64,2024-10-23,2026-10-23,False
BUS-007202,Acme Consulting,Mid,3,46.43,2023-12-19,2026-12-18,False
BUS-007203,Vertex Health,Mid,9,77.69,2024-08-15,2026-08-15,False
BUS-007204,Globex Partners,Free,2,0.0,2026-01-30,2027-01-30,False
BUS-007205,Cobalt Partners,Mid,9,86.14,2023-12-01,2026-11-30,False
BUS-007206,Nova Builders,Premium,69,558.46,2024-11-26,2026-11-26,False
BUS-007207,Initech Bakery,Free,2,0.0,2024-09-22,2026-09-22,False
BUS-007208,Harbor Labs,Free,3,0.0,2023-12-09,2026-12-08,False
BUS-007209,Harbor Consulting,Premium,97,432.44,2025-05-14,2027-05-14,False
BUS-007210,Initech Auto,Free,1,0.0,2024-02-29,2027-02-28,False
BUS-007211,Cobalt Studios,Free,2,0.0,2025-12-29,2026-12-29,False
BUS-007212,Acme Logistics,Free,2,0.0,2026-01-30,2027-01-30,False
BUS-007213,Acme Studios,Free,3,0.0,2024-08-12,2026-08-12,False
BUS-007214,Quantum Consulting,Free,2,0.0,2024-08-29,2026-08-29,False
BUS-007215,Cedar Health,Mid,9,70.2,2025-05-10,2027-05-10,False
BUS-007216,Apex Auto,Free,1,0.0,2025-11-01,2026-11-01,False
BUS-007217,Summit Group,Premium,88,220.69,2025-05-12,2027-05-12,False
BUS-007218,Nova Works,Premium,15,298.37,2025-09-27,2026-09-27,False
BUS-007219,Pioneer Bakery,Premium,22,307.9,2024-05-03,2027-05-03,False
BUS-007220,Quantum Trading,Premium,93,237.05,2025-04-13,2027-04-13,False
BUS-007221,Bright Builders,Premium,87,721.23,2023-12-01,2026-11-30,False
BUS-007222,Stellar Retail,Free,3,0.0,2024-09-17,2026-09-17,False
BUS-007223,Summit Supply,Mid,8,91.64,2024-09-24,2026-09-24,False
BUS-007224,Quantum Health,Free,3,0.0,2023-08-27,2026-08-26,False
BUS-007225,Acme Consulting,Mid,13,84.46,2026-01-15,2027-01-15,False
BUS-007226,Iron Retail,Premium,70,624.21,2025-11-23,2026-11-23,False
BUS-007227,Harbor Auto,Mid,9,41.09,2026-01-29,2027-01-29,False
BUS-007228,Nova Builders,Free,2,0.0,2023-11-08,2026-11-07,False
BUS-007229,Quantum Works,Premium,93,530.21,2023-06-23,2026-06-22,False
BUS-007230,Cobalt Foods,Free,3,0.0,2023-10-03,2026-10-02,False
BUS-007231,Initech Consulting,Mid,17,76.62,2024-11-01,2026-11-01,False
BUS-007232,Cobalt Partners,Premium,65,415.47,2023-07-02,2026-07-01,False
BUS-007233,Initech Trading,Free,3,0.0,2024-03-10,2027-03-10,False
BUS-007234,Vertex Supply,Free,2,0.0,2024-03-18,2027-03-18,False
BUS-007235,Umbra Media,Premium,58,338.1,2024-10-05,2026-10-05,False
BUS-007236,Globex Studios,Free,1,0.0,2023-06-17,2026-06-16,False
BUS-007237,Initech Labs,Free,1,0.0,2024-11-10,2026-11-10,False
BUS-007238,Nova Builders,Free,1,0.0,2025-12-14,2026-12-14,False
BUS-007239,Iron Trading,Free,3,0.0,2024-12-12,2026-12-12,False
BUS-007240,Umbra Health,Premium,33,403.4,2023-11-20,2026-11-19,False
BUS-007241,Stellar Auto,Mid,6,86.03,2024-07-23,2026-07-23,True
BUS-007242,Acme Bakery,Free,1,0.0,2025-11-23,2026-11-23,False
BUS-007243,Quantum Logistics,Mid,11,51.15,2024-02-14,2027-02-13,False
BUS-007244,Initech Works,Mid,10,34.03,2026-01-30,2027-01-30,False
BUS-007245,Iron Auto,Free,1,0.0,2025-10-28,2026-10-28,False
BUS-007246,Quantum Labs,Free,1,0.0,2023-07-16,2026-07-15,False
BUS-007247,Stellar Works,Free,1,0.0,2023-11-05,2026-11-04,False
BUS-007248,Globex Logistics,Free,3,0.0,2023-08-23,2026-08-22,False
BUS-007249,Bright Consulting,Mid,16,30.4,2024-09-19,2026-09-19,False
BUS-007250,Vertex Builders,Free,3,0.0,2025-06-15,2026-06-15,False
BUS-007251,Initech Retail,Free,1,0.0,2024-01-04,2027-01-03,False
BUS-007252,Bright Supply,Free,2,0.0,2024-10-29,2026-10-29,False
BUS-007253,Initech Builders,Free,3,0.0,2024-08-01,2026-08-01,False
BUS-007254,Cedar Partners,Free,3,0.0,2026-02-09,2027-02-09,False
BUS-007255,Globex Health,Free,3,0.0,2026-03-02,2027-03-02,False
BUS-007256,Quantum Logistics,Free,1,0.0,2024-07-27,2026-07-27,False
BUS-007257,Nova Partners,Mid,12,96.06,2024-01-23,2027-01-22,True
BUS-007258,Cobalt Partners,Free,1,0.0,2024-10-20,2026-10-20,False
BUS-007259,Harbor Supply,Mid,9,33.48,2024-07-03,2026-07-03,False
BUS-007260,Acme Builders,Free,2,0.0,2024-05-18,2027-05-18,False
BUS-007261,Cedar Trading,Free,2,0.0,2024-02-04,2027-02-03,False
BUS-007262,Bright Bakery,Free,2,0.0,2023-07-15,2026-07-14,False
BUS-007263,Vertex Partners,Mid,15,64.44,2024-11-22,2026-11-22,False
BUS-007264,Umbra Supply,Mid,4,85.53,2024-08-28,2026-08-28,False
BUS-007265,Initech Partners,Free,3,0.0,2026-03-22,2027-03-22,False
BUS-007266,Vertex Supply,Mid,16,53.12,2023-08-05,2026-08-04,True
BUS-007267,Harbor Trading,Free,3,0.0,2024-03-14,2027-03-14,False
BUS-007268,Initech Health,Free,3,0.0,2024-09-18,2026-09-18,False
BUS-007269,Nova Supply,Premium,45,597.96,2024-11-17,2026-11-17,False
BUS-007270,Globex Auto,Free,3,0.0,2026-03-27,2027-03-27,False
BUS-007271,Bright Consulting,Mid,4,52.99,2025-08-24,2026-08-24,False
BUS-007272,Globex Health,Free,2,0.0,2023-11-07,2026-11-06,False
BUS-007273,Umbra Health,Free,1,0.0,2024-01-14,2027-01-13,False
BUS-007274,Apex Logistics,Free,1,0.0,2023-11-05,2026-11-04,False
BUS-007275,Bright Logistics,Free,1,0.0,2026-02-03,2027-02-03,False
BUS-007276,Nova Foods,Premium,38,405.56,2023-09-10,2026-09-09,False
BUS-007277,Umbra Trading,Mid,13,85.08,2024-02-23,2027-02-22,False
BUS-007278,Initech Media,Free,1,0.0,2023-10-07,2026-10-06,False
BUS-007279,Acme Logistics,Free,2,0.0,2023-12-01,2026-11-30,False
BUS-007280,Acme Labs,Mid,16,62.0,2025-09-19,2026-09-19,False
BUS-007281,Summit Auto,Premium,70,482.16,2025-05-03,2027-05-03,False
BUS-007282,Bright Partners,Free,2,0.0,2025-10-06,2026-10-06,False
BUS-007283,Bright Partners,Free,1,0.0,2023-11-29,2026-11-28,False
BUS-007284,Vertex Foods,Free,1,0.0,2025-06-12,2026-06-12,False
BUS-007285,Stellar Labs,Free,1,0.0,2024-11-20,2026-11-20,False
BUS-007286,Pioneer Consulting,Premium,85,627.33,2025-09-20,2026-09-20,False
BUS-007287,Cobalt Foods,Free,1,0.0,2024-04-20,2027-04-20,False
BUS-007288,Globex Bakery,Free,2,0.0,2024-10-07,2026-10-07,False
BUS-007289,Cedar Health,Free,1,0.0,2024-05-27,2027-05-27,False
BUS-007290,Acme Logistics,Mid,13,91.48,2024-02-24,2027-02-23,False
BUS-007291,Apex Studios,Free,1,0.0,2024-06-03,2027-06-03,False
BUS-007292,Umbra Labs,Free,1,0.0,2024-01-06,2027-01-05,False
BUS-007293,Cobalt Trading,Premium,79,172.98,2024-05-02,2027-05-02,False
BUS-007294,Apex Foods,Mid,16,58.24,2025-05-25,2027-05-25,False
BUS-007295,Harbor Auto,Free,1,0.0,2024-04-03,2027-04-03,False
BUS-007296,Apex Works,Premium,89,213.37,2025-08-25,2026-08-25,False
BUS-007297,Nova Supply,Premium,19,411.36,2024-01-09,2027-01-08,False
BUS-007298,Stellar Supply,Premium,54,475.01,2024-02-12,2027-02-11,False
BUS-007299,Quantum Supply,Premium,16,229.65,2024-04-28,2027-04-28,False
BUS-007300,Globex Studios,Free,1,0.0,2025-07-13,2026-07-13,False
BUS-007301,Globex Labs,Free,2,0.0,2024-04-28,2027-04-28,False
BUS-007302,Iron Works,Free,2,0.0,2026-03-28,2027-03-28,False
BUS-007303,Stellar Health,Mid,16,97.1,2023-07-20,2026-07-19,False
BUS-007304,Bright Supply,Premium,17,739.34,2026-04-25,2027-04-25,False
BUS-007305,Summit Foods,Free,2,0.0,2023-06-14,2026-06-13,False
BUS-007306,Acme Builders,Premium,82,288.86,2026-03-10,2027-03-10,False
BUS-007307,Bright Labs,Free,1,0.0,2024-08-01,2026-08-01,False
BUS-007308,Apex Builders,Mid,12,78.74,2023-07-23,2026-07-22,False
BUS-007309,Acme Health,Mid,16,77.83,2023-09-14,2026-09-13,False
BUS-007310,Harbor Foods,Free,3,0.0,2026-01-20,2027-01-20,False
BUS-007311,Nova Partners,Free,2,0.0,2026-04-04,2027-04-04,False
BUS-007312,Pioneer Bakery,Mid,12,31.65,2023-10-15,2026-10-14,False
BUS-007313,Harbor Trading,Premium,10,561.38,2026-01-27,2027-01-27,False
BUS-007314,Cobalt Media,Premium,25,687.01,2024-07-02,2026-07-02,False
BUS-007315,Acme Health,Free,1,0.0,2023-06-29,2026-06-28,False
BUS-007316,Apex Consulting,Free,2,0.0,2026-03-16,2027-03-16,False
BUS-007317,Acme Works,Free,3,0.0,2024-07-07,2026-07-07,False
BUS-007318,Vertex Labs,Free,2,0.0,2025-01-31,2027-01-31,False
BUS-007319,Initech Media,Free,1,0.0,2024-04-26,2027-04-26,False
BUS-007320,Cedar Works,Mid,17,33.93,2025-04-13,2027-04-13,False
BUS-007321,Cobalt Auto,Free,2,0.0,2023-06-25,2026-06-24,False
BUS-007322,Stellar Bakery,Free,2,0.0,2025-08-27,2026-08-27,False
BUS-007323,Acme Auto,Premium,91,310.34,2023-06-19,2026-06-18,False
BUS-007324,Acme Partners,Mid,16,50.26,2025-08-17,2026-08-17,True
BUS-007325,Pioneer Logistics,Free,1,0.0,2024-10-19,2026-10-19,False
BUS-007326,Stellar Studios,Free,3,0.0,2025-02-23,2027-02-23,False
BUS-007327,Apex Builders,Free,3,0.0,2025-07-11,2026-07-11,False
BUS-007328,Stellar Trading,Free,3,0.0,2023-09-24,2026-09-23,False
BUS-007329,Globex Supply,Mid,5,77.21,2025-05-05,2027-05-05,False
BUS-007330,Globex Works,Premium,56,397.67,2024-01-13,2027-01-12,False
BUS-007331,Stellar Partners,Free,2,0.0,2025-08-25,2026-08-25,False
BUS-007332,Nova Media,Free,2,0.0,2025-11-08,2026-11-08,False
BUS-007333,Bright Supply,Free,1,0.0,2025-02-04,2027-02-04,False
BUS-007334,Bright Auto,Mid,16,43.28,2024-09-02,2026-09-02,False
BUS-007335,Harbor Builders,Mid,6,35.88,2024-08-15,2026-08-15,False
BUS-007336,Pioneer Trading,Free,2,0.0,2025-09-06,2026-09-06,False
BUS-007337,Apex Foods,Mid,12,52.37,2025-09-24,2026-09-24,False
BUS-007338,Cobalt Group,Mid,17,98.52,2023-10-31,2026-10-30,False
BUS-007339,Acme Builders,Mid,6,98.3,2026-01-30,2027-01-30,True
BUS-007340,Quantum Foods,Free,1,0.0,2024-12-28,2026-12-28,False
BUS-007341,Acme Studios,Free,3,0.0,2024-03-04,2027-03-04,False
BUS-007342,Cobalt Labs,Free,3,0.0,2025-06-24,2026-06-24,False
BUS-007343,Quantum Group,Free,1,0.0,2024-08-07,2026-08-07,False
BUS-007344,Globex Partners,Premium,64,459.06,2023-09-20,2026-09-19,False
BUS-007345,Cobalt Group,Mid,9,33.0,2025-06-10,2026-06-10,False
BUS-007346,Pioneer Retail,Premium,35,398.0,2026-03-06,2027-03-06,False
BUS-007347,Nova Retail,Premium,72,266.12,2026-01-06,2027-01-06,False
BUS-007348,Acme Logistics,Free,1,0.0,2023-10-05,2026-10-04,False
BUS-007349,Globex Works,Mid,12,67.94,2024-09-08,2026-09-08,False
BUS-007350,Nova Bakery,Free,3,0.0,2024-02-13,2027-02-12,False
BUS-007351,Stellar Supply,Free,3,0.0,2024-01-08,2027-01-07,False
BUS-007352,Initech Group,Free,3,0.0,2025-05-13,2027-05-13,False
BUS-007353,Acme Labs,Free,3,0.0,2024-03-02,2027-03-02,False
BUS-007354,Initech Consulting,Free,2,0.0,2023-07-07,2026-07-06,False
BUS-007355,Vertex Auto,Free,1,0.0,2024-08-04,2026-08-04,False
BUS-007356,Apex Media,Free,3,0.0,2024-11-05,2026-11-05,False
BUS-007357,Initech Works,Free,1,0.0,2023-12-22,2026-12-21,False
BUS-007358,Iron Works,Mid,5,74.19,2025-10-10,2026-10-10,False
BUS-007359,Globex Retail,Free,1,0.0,2026-02-09,2027-02-09,False
BUS-007360,Pioneer Builders,Free,3,0.0,2026-04-26,2027-04-26,False
BUS-007361,Globex Builders,Free,3,0.0,2023-10-14,2026-10-13,False
BUS-007362,Bright Media,Premium,78,298.01,2024-11-28,2026-11-28,False
BUS-007363,Nova Supply,Free,3,0.0,2023-10-10,2026-10-09,False
BUS-007364,Initech Labs,Free,1,0.0,2025-02-15,2027-02-15,False
BUS-007365,Summit Trading,Free,2,0.0,2024-01-06,2027-01-05,False
BUS-007366,Summit Foods,Free,3,0.0,2023-09-02,2026-09-01,False
BUS-007367,Stellar Works,Mid,11,64.91,2026-04-17,2027-04-17,False
BUS-007368,Quantum Works,Free,3,0.0,2024-06-19,2026-06-19,False
BUS-007369,Cobalt Labs,Free,2,0.0,2023-05-23,2027-05-22,False
BUS-007370,Harbor Partners,Free,1,0.0,2024-06-20,2026-06-20,False
BUS-007371,Quantum Works,Free,3,0.0,2025-10-15,2026-10-15,False
BUS-007372,Vertex Bakery,Free,1,0.0,2024-09-30,2026-09-30,False
BUS-007373,Cedar Builders,Mid,13,53.68,2025-07-27,2026-07-27,False
BUS-007374,Vertex Works,Free,1,0.0,2023-07-22,2026-07-21,False
BUS-007375,Cobalt Group,Free,1,0.0,2024-05-14,2027-05-14,False
BUS-007376,Acme Works,Free,1,0.0,2024-08-10,2026-08-10,False
BUS-007377,Cedar Labs,Free,3,0.0,2024-02-03,2027-02-02,False
BUS-007378,Apex Studios,Mid,8,60.96,2024-09-09,2026-09-09,False
BUS-007379,Harbor Group,Free,3,0.0,2023-08-14,2026-08-13,False
BUS-007380,Harbor Health,Free,1,0.0,2024-07-26,2026-07-26,False
BUS-007381,Apex Works,Free,2,0.0,2023-12-22,2026-12-21,False
BUS-007382,Iron Consulting,Free,1,0.0,2026-01-12,2027-01-12,False
BUS-007383,Cobalt Builders,Free,3,0.0,2023-12-26,2026-12-25,False
BUS-007384,Umbra Media,Free,3,0.0,2026-03-17,2027-03-17,False
BUS-007385,Vertex Works,Premium,43,212.53,2023-06-11,2026-06-10,False
BUS-007386,Stellar Foods,Mid,17,46.34,2024-01-22,2027-01-21,False
BUS-007387,Nova Auto,Mid,15,44.2,2023-05-26,2027-05-25,False
BUS-007388,Vertex Group,Mid,7,59.62,2023-07-13,2026-07-12,False
BUS-007389,Apex Auto,Premium,21,186.24,2024-04-26,2027-04-26,False
BUS-007390,Summit Retail,Free,3,0.0,2026-01-18,2027-01-18,False
BUS-007391,Vertex Group,Free,1,0.0,2024-08-17,2026-08-17,False
BUS-007392,Acme Supply,Free,1,0.0,2024-04-16,2027-04-16,False
